	W1	W2	pred
1015	hair	woman combing her hair	independent
1016	woman	her hair	independent
1017	woman	woman combing her hair	independent
1018	area	man	independent
1019	area	woman	independent
1020	area	woods	reverseentailment
1021	man	woods	independent
1022	woman	woods	independent
1023	wooded area	man	independent
1024	wooded area	woman	independent
1025	wooded area	woods	synonym
1026	wooded	through the woods	independent
1027	through a wooded area	through the woods	reverseentailment
1028	man	area	independent
1029	man	wooded area	independent
1030	woman	area	independent
1031	woman	wooded area	independent
1032	woods	area	forwardentailment
1033	woods	man	independent
1034	woods	woman	independent
1035	woods	wooded area	forwardentailment
1036	through the woods	through a wooded area	synonym
1037	through the woods	wooded	independent
1038	bun	man	independent
1039	bun	tomato	disjoint
1040	man	tomato	independent
1041	woman	other women	independent
1042	dancing	singing	independent
1043	singing	dancing	disjoint
1044	women	rain	independent
1045	women	woman	synonym
1046	woman	rain	independent
1047	other women	rain	independent
1048	other women	woman	independent
1049	other	in the rain	independent
1050	with other women	in the rain	independent
1051	band	onstage	independent
1052	stage	band	independent
1053	stage	onstage	independent
1054	flute	ball	disjoint
1055	flute	game	independent
1056	flute	man	independent
1057	man	ball	disjoint
1058	man	game	independent
1059	other woman	woman	independent
1060	measuring	being	independent
1061	measuring	measured	synonym
1062	other	by another woman	independent
1063	motorcycle	onion	disjoint
1064	motorcycle	person	disjoint
1065	person	onion	disjoint
1066	standing	chopping	independent
1067	screaming	scared	independent
1068	sad man	man	independent
1069	crying	screaming	reverseentailment
1070	woman	butter	independent
1071	woman	container	independent
1072	woman	small container	independent
1073	shrimps	butter	independent
1074	shrimps	container	independent
1075	shrimps	man	independent
1076	shrimps	small container	independent
1077	cutting	chopping	synonym
1078	Men	wood	independent
1079	logs	wood	independent
1080	logs	Men	independent
1081	sawing	cutting	forwardentailment
1082	radio	man	independent
1083	talking	spitting	disjoint
1084	machine	man	disjoint
1085	machine	vending	independent
1086	machine	vending machine	reverseentailment
1087	vending	machine	independent
1088	vending	man	independent
1089	vending	vending machine	reverseentailment
1090	men	machine	independent
1091	men	man	synonym
1092	men	vending	independent
1093	men	vending machine	disjoint
1094	Three young men	machine	independent
1095	Three young men	man	disjoint
1096	Three young men	vending	independent
1097	Three young men	vending machine	disjoint
1098	vending machine	machine	forwardentailment
1099	vending machine	man	independent
1100	vending machine	vending	forwardentailment
1101	jumping	kicking	disjoint
1102	jumping	running	disjoint
1103	kicking	jumping	disjoint
1104	kicking	running	disjoint
1105	running	jumping	disjoint
1106	running	kicking	disjoint
1107	young	near a vending machine	independent
1108	wall	machine	disjoint
1109	wall	vending	independent
1110	wall	men	independent
1111	wall	Three young men	independent
1112	wall	vending machine	disjoint
1113	men	Three young men	independent
1114	Three men	machine	independent
1115	Three men	vending	independent
1116	Three men	men	independent
1117	Three men	Three young men	reverseentailment
1118	Three men	vending machine	disjoint
1119	chicken	man	disjoint
1120	chicken	sauce	independent
1121	chicken	sauce for the chicken	independent
1122	man	chicken	independent
1123	man	sauce	independent
1124	man	sauce for the chicken	independent
1125	sauce	chicken	independent
1126	sauce	man	independent
1127	sauce	sauce for the chicken	reverseentailment
1128	sauce for the chicken	chicken	independent
1129	sauce for the chicken	man	independent
1130	sauce for the chicken	sauce	forwardentailment
1131	guitar	man	independent
1132	man	guitar	independent
1133	electric guitar	guitar	forwardentailment
1134	electric guitar	man	independent
1135	playing	strumming	reverseentailment
1136	boys	costumes	independent
1137	boys	boys in karate costumes	reverseentailment
1138	boys	karate costumes	independent
1139	costumes	boys	independent
1140	costumes	boys in karate costumes	independent
1141	costumes	karate costumes	reverseentailment
1142	boys in karate costumes	boys	forwardentailment
1143	boys in karate costumes	costumes	forwardentailment
1144	boys in karate costumes	karate costumes	forwardentailment
1145	karate costumes	boys	independent
1146	karate costumes	costumes	forwardentailment
1147	karate costumes	boys in karate costumes	reverseentailment
1148	men	boys	reverseentailment
1149	men	costumes	independent
1150	men	boys in karate costumes	independent
1151	men	karate costumes	independent
1152	outdoors	boys	independent
1153	outdoors	costumes	independent
1154	outdoors	boys in karate costumes	independent
1155	outdoors	karate costumes	independent
1156	Three men	boys	disjoint
1157	Three men	costumes	independent
1158	Three men	boys in karate costumes	disjoint
1159	Three men	karate costumes	independent
1160	karate outdoors	boys	independent
1161	karate outdoors	costumes	independent
1162	karate outdoors	boys in karate costumes	independent
1163	karate outdoors	karate costumes	independent
1164	practicing	fighting	independent
1165	woman	broccoli	independent
1166	flowers	woman	independent
1167	flowers	broccoli	independent
1168	planting	cutting	disjoint
1169	badger	earth	independent
1170	hole	badger	independent
1171	hole	earth	disjoint
1172	being	digging	independent
1173	burrowed	digging	forwardentailment
1174	man	mouse	disjoint
1175	man	snake	disjoint
1176	mouse	man	disjoint
1177	mouse	snake	disjoint
1178	snake	man	disjoint
1179	snake	mouse	disjoint
1180	being	fed	reverseentailment
1181	fed	being	forwardentailment
1182	bowl	person	disjoint
1183	bowl	ingredients	independent
1184	person	bowl	disjoint
1185	person	ingredients	disjoint
1186	ingredients	bowl	independent
1187	ingredients	person	disjoint
1188	being	separated	disjoint
1189	mixed	being	independent
1190	mixed	separated	disjoint
1191	by a person	in a bowl	independent
1192	in a bowl	by a person	independent
1193	boat	guitar	disjoint
1194	boat	man	independent
1195	water	guitar	disjoint
1196	water	man	independent
1197	sailing	being	independent
1198	sailing	played	independent
1199	over the water	by the man	independent
1200	cat	milk	independent
1201	milk	cat	independent
1202	being	drinking	independent
1203	drunk	drinking	forwardentailment
1204	container	man	independent
1205	container	plastic	independent
1206	container	container made of plastic	independent
1207	man	container	disjoint
1208	man	plastic	independent
1209	man	container made of plastic	independent
1210	plastic	container	independent
1211	plastic	man	independent
1212	plastic	container made of plastic	independent
1213	emptying	made	disjoint
1214	made	emptying	disjoint
1215	container	frog	independent
1216	man	frog	disjoint
1217	plastic	frog	disjoint
1218	container made of plastic	frog	disjoint
1219	container made of plastic	man	independent
1220	emptying	holding	disjoint
1221	made	holding	independent
1222	flute	girl	independent
1223	girl	flute	independent
1224	way	flute	independent
1225	way	girl	independent
1226	lovely way	flute	independent
1227	lovely way	girl	independent
1228	being	played	independent
1229	played	being	independent
1230	in a lovely way	by a girl	independent
1231	lovely	by a girl	independent
1232	adult	flute	independent
1233	adult	man	independent
1234	guitar	flute	disjoint
1235	playing	being	independent
1236	playing	played	synonym
1237	man	flute	independent
1238	girl	hair	independent
1239	girl	pony	disjoint
1240	girl	tail	disjoint
1241	girl	pony tail	independent
1242	hair	girl	independent
1243	hair	pony	independent
1244	hair	tail	disjoint
1245	hair	pony tail	reverseentailment
1246	pony	girl	disjoint
1247	pony	hair	independent
1248	pony	tail	independent
1249	pony	pony tail	independent
1250	tail	girl	independent
1251	tail	hair	disjoint
1252	tail	pony	independent
1253	tail	pony tail	reverseentailment
1254	pony tail	girl	independent
1255	pony tail	hair	disjoint
1256	pony tail	pony	independent
1257	pony tail	tail	forwardentailment
1258	chair	girl	independent
1259	chair	hair	independent
1260	man	girl	disjoint
1261	man	hair	independent
1262	One man	girl	independent
1263	One man	hair	independent
1264	sitting	ruffling	independent
1265	front	microphone	independent
1266	front	parrot	independent
1267	microphone	parrot	disjoint
1268	parrot	microphone	disjoint
1269	talking parrot	microphone	disjoint
1270	talking parrot	parrot	forwardentailment
1271	being	talking	independent
1272	muted	talking	disjoint
1273	advertisement	food	disjoint
1274	advertisement	kittens	disjoint
1275	advertisement	trays	independent
1276	advertisement	food on the trays	disjoint
1277	food	kittens	independent
1278	food	trays	independent
1279	food	food on the trays	reverseentailment
1280	kittens	food	disjoint
1281	kittens	trays	disjoint
1282	kittens	food on the trays	disjoint
1283	trays	food	independent
1284	trays	kittens	independent
1285	trays	food on the trays	independent
1286	food for an advertisement	food	independent
1287	food for an advertisement	kittens	disjoint
1288	food for an advertisement	trays	independent
1289	food for an advertisement	food on the trays	independent
1290	kittens on the trays	food	disjoint
1291	kittens on the trays	kittens	forwardentailment
1292	kittens on the trays	trays	independent
1293	kittens on the trays	food on the trays	disjoint
1294	being	eaten	reverseentailment
1295	eaten	being	forwardentailment
1296	food	few kittens	independent
1297	kittens	few kittens	independent
1298	trays	few kittens	disjoint
1299	food on the trays	kittens	disjoint
1300	food on the trays	few kittens	independent
1301	by the kittens	few	independent
1302	guitar	singing	independent
1303	guitar	guitar and singing	independent
1304	person	singing	independent
1305	person	guitar and singing	independent
1306	singing	guitar	independent
1307	singing	person	disjoint
1308	singing	guitar and singing	independent
1309	One person	guitar	independent
1310	One person	person	independent
1311	One person	singing	independent
1312	One person	guitar and singing	independent
1313	guitar and singing	guitar	independent
1314	guitar and singing	person	disjoint
1315	guitar and singing	singing	independent
1316	being	riding	independent
1317	ridden	riding	synonym
1318	man	tree	disjoint
1319	man	knives	independent
1320	man	men	forwardentailment
1321	man	dangerous men with knives	independent
1322	man	men with knives	independent
1323	tree	bike	disjoint
1324	tree	knives	independent
1325	tree	men	independent
1326	tree	dangerous men with knives	disjoint
