	W1	W2	pred
1051	People	colorful building	independent
1052	murals	front	independent
1053	murals	colorful building	independent
1054	many murals on it	front	independent
1055	many murals on it	colorful building	independent
1056	murals on it	front	independent
1057	murals on it	colorful building	independent
1058	many	colorful	independent
1059	building	people	disjoint
1060	building	Several people	disjoint
1061	People	Several people	independent
1062	murals	people	disjoint
1063	murals	Several people	independent
1064	murals on it	people	disjoint
1065	murals on it	Several people	independent
1066	several murals on it	building	independent
1067	several murals on it	front	independent
1068	several murals on it	people	disjoint
1069	several murals on it	Several people	disjoint
1070	several murals on it	colorful building	independent
1071	several	Several	forwardentailment
1072	several	colorful	independent
1073	baseball	boy	independent
1074	baseball	family	disjoint
1075	baseball	little boy	independent
1076	boy	baseball	independent
1077	boy	family	independent
1078	boy	little boy	reverseentailment
1079	family	baseball	disjoint
1080	family	boy	independent
1081	family	little boy	independent
1082	little boy	baseball	independent
1083	little boy	boy	forwardentailment
1084	little boy	family	independent
1085	hitting	missing	disjoint
1086	hitting	watching	disjoint
1087	watching	missing	disjoint
1088	child	baseball	disjoint
1089	child	boy	independent
1090	child	family	independent
1091	child	little boy	independent
1092	missing	hitting	disjoint
1093	missing	watching	disjoint
1094	crowd	purple	independent
1095	crowd	restaurant	independent
1096	crowd	lights	independent
1097	crowd	people	forwardentailment
1098	crowd	tables	independent
1099	crowd	Various people	independent
1100	crowd	purple lights	independent
1101	crowd	red tables	independent
1102	crowd	restaurant with purple lights	independent
1103	lit	purple	independent
1104	lit	restaurant	independent
1105	lit	lights	synonym
1106	lit	people	independent
1107	lit	tables	independent
1108	lit	Various people	independent
1109	lit	purple lights	reverseentailment
1110	lit	red tables	independent
1111	lit	restaurant with purple lights	reverseentailment
1112	restaurant	purple	independent
1113	restaurant	lights	independent
1114	restaurant	people	independent
1115	restaurant	tables	independent
1116	restaurant	Various people	disjoint
1117	restaurant	purple lights	independent
1118	restaurant	red tables	independent
1119	restaurant	restaurant with purple lights	independent
1120	people	purple	independent
1121	people	restaurant	independent
1122	people	lights	independent
1123	people	tables	independent
1124	people	Various people	independent
1125	people	purple lights	independent
1126	people	red tables	independent
1127	people	restaurant with purple lights	independent
1128	tables	purple	independent
1129	tables	restaurant	independent
1130	tables	lights	disjoint
1131	tables	people	disjoint
1132	tables	Various people	independent
1133	tables	purple lights	independent
1134	tables	red tables	reverseentailment
1135	tables	restaurant with purple lights	independent
1136	crowd of people	purple	independent
1137	crowd of people	restaurant	independent
1138	crowd of people	lights	independent
1139	crowd of people	people	forwardentailment
1140	crowd of people	tables	independent
1141	crowd of people	Various people	independent
1142	crowd of people	purple lights	independent
1143	crowd of people	red tables	independent
1144	crowd of people	restaurant with purple lights	independent
1145	purple crowd of people	purple	forwardentailment
1146	purple crowd of people	restaurant	independent
1147	purple crowd of people	lights	independent
1148	purple crowd of people	people	forwardentailment
1149	purple crowd of people	tables	independent
1150	purple crowd of people	Various people	independent
1151	purple crowd of people	purple lights	independent
1152	purple crowd of people	red tables	disjoint
1153	purple crowd of people	restaurant with purple lights	independent
1154	red lit restaurant tables	purple	disjoint
1155	red lit restaurant tables	restaurant	independent
1156	red lit restaurant tables	lights	independent
1157	red lit restaurant tables	people	disjoint
1158	red lit restaurant tables	tables	forwardentailment
1159	red lit restaurant tables	Various people	disjoint
1160	red lit restaurant tables	purple lights	disjoint
1161	red lit restaurant tables	red tables	independent
1162	red lit restaurant tables	restaurant with purple lights	disjoint
1163	purple	Various	independent
1164	purple	crowded	independent
1165	purple	red	disjoint
1166	purple	at red tables	disjoint
1167	red	Various	independent
1168	red	crowded	independent
1169	red	at red tables	independent
1170	various	Various	forwardentailment
1171	various	crowded	independent
1172	various	red	independent
1173	various	at red tables	independent
1174	group	purple	independent
1175	group	restaurant	independent
1176	group	customers	independent
1177	group	lights	independent
1178	group	Various customers	independent
1179	group	purple lights	independent
1180	group	restaurant with purple lights	independent
1181	restaurant	customers	independent
1182	restaurant	Various customers	independent
1183	people	customers	reverseentailment
1184	people	Various customers	independent
1185	Asian people	purple	independent
1186	Asian people	restaurant	independent
1187	Asian people	customers	independent
1188	Asian people	lights	independent
1189	Asian people	Various customers	independent
1190	Asian people	purple lights	independent
1191	Asian people	restaurant with purple lights	independent
1192	group of Asian people	purple	independent
1193	group of Asian people	restaurant	independent
1194	group of Asian people	customers	independent
1195	group of Asian people	lights	independent
1196	group of Asian people	Various customers	independent
1197	group of Asian people	purple lights	independent
1198	group of Asian people	restaurant with purple lights	independent
1199	Asian	Various	forwardentailment
1200	Asian	crowded	independent
1201	large	Various	independent
1202	large	crowded	independent
1203	at a restaurant	Various	independent
1204	at a restaurant	crowded	independent
1205	crowd	group	forwardentailment
1206	crowd	Asian people	independent
1207	crowd	group of Asian people	independent
1208	lit	group	independent
1209	lit	Asian people	independent
1210	lit	group of Asian people	independent
1211	restaurant	group	independent
1212	restaurant	Asian people	independent
1213	restaurant	group of Asian people	independent
1214	people	group	forwardentailment
1215	people	Asian people	reverseentailment
1216	people	group of Asian people	reverseentailment
1217	tables	group	independent
1218	tables	Asian people	independent
1219	tables	group of Asian people	independent
1220	crowd of people	group	forwardentailment
1221	crowd of people	Asian people	independent
1222	crowd of people	group of Asian people	independent
1223	purple crowd of people	group	independent
1224	purple crowd of people	Asian people	independent
1225	purple crowd of people	group of Asian people	independent
1226	red lit restaurant tables	group	independent
1227	red lit restaurant tables	Asian people	independent
1228	red lit restaurant tables	group of Asian people	independent
1229	purple	Asian	independent
1230	purple	large	independent
1231	purple	at a restaurant	independent
1232	red	Asian	independent
1233	red	large	independent
1234	red	at a restaurant	independent
1235	various	Asian	independent
1236	various	large	independent
1237	various	at a restaurant	independent
1238	purple	group	independent
1239	purple	restaurant	independent
1240	purple	people	independent
1241	purple	group of people	independent
1242	purple	small group of people	independent
1243	restaurant	group of people	independent
1244	restaurant	small group of people	independent
1245	lights	group	independent
1246	lights	restaurant	independent
1247	lights	people	disjoint
1248	lights	group of people	independent
1249	lights	small group of people	independent
1250	people	group of people	synonym
1251	people	small group of people	reverseentailment
1252	tables	group of people	independent
1253	tables	small group of people	independent
1254	Various people	group	independent
1255	Various people	restaurant	independent
1256	Various people	people	independent
1257	Various people	group of people	forwardentailment
1258	Various people	small group of people	independent
1259	purple lights	group	independent
1260	purple lights	restaurant	independent
