CombID	label	meta	preds	pred
26	disjoint	add	[3.9367082118988037, 0.48117807507514954, -4.031430244445801, 1.003028392791748, 0.9871547222137451, -1.899032711982727, -1.5293605327606201, -1.5564721822738647, 3.291260004043579, -1.0616052150726318, 3.5932557582855225, -1.9261263608932495, 4.347929000854492, -1.0098047256469727, -3.2118213176727295, -0.9428650736808777, 3.399500846862793, -1.8443909883499146, 5.037413597106934, -2.287928819656372, -2.642836570739746, -1.0471224784851074, 2.13372802734375, -0.815299391746521, 3.8629558086395264, -0.1180291399359703, -3.593700885772705, 1.5038923025131226, 2.0269408226013184, -3.099783420562744, 3.6981821060180664, -0.7966693043708801, -2.8851475715637207, 0.049348682165145874, 2.7198548316955566, -2.257695198059082, 2.4389140605926514, -0.7319546937942505, -1.8440616130828857, -1.4726362228393555, 1.8534677028656006, -0.11130589246749878, 3.775991439819336, -1.5358073711395264, -2.3066935539245605, -2.381932497024536, 1.7713483572006226, 0.8371819853782654, 1.3075777292251587, -1.072392225265503, -0.5698156952857971, -1.015815258026123, 1.8514971733093262, -0.6631094217300415]	forwardentailment
27	disjoint	org	[0.5644240379333496, 1.957210898399353, -2.268474578857422, -0.12526686489582062, 2.600841522216797, -2.072085380554199, -0.9757067561149597, 0.8345553278923035, 0.16773059964179993, 1.1664540767669678, 2.505758285522461, -3.146646499633789, -2.3084757328033447, -0.8421098589897156, 3.5578534603118896, -1.784867286682129, 0.6141091585159302, 1.4058985710144043, 1.6363694667816162, -0.8124359846115112, -1.0942069292068481, -0.9543904662132263, 0.4099687933921814, 0.5336108207702637, 0.857425332069397, 2.6677188873291016, -2.9734301567077637, -0.6963276863098145, 4.9919562339782715, -3.230682134628296, -0.3641987144947052, 3.5126142501831055, -2.451117515563965, -0.6231116652488708, 3.5213708877563477, -2.1377272605895996, -2.614605665206909, -0.8990969061851501, 3.9812350273132324, -4.065110206604004, 0.5070867538452148, 4.191561698913574, -2.836210250854492, -0.7354733943939209, 4.023138046264648, -2.488581657409668, -0.44531041383743286, 3.260550022125244, -1.9231456518173218, -1.2959206104278564, 3.5823445320129395, -1.6297467947006226, -1.5187172889709473, 3.3844995498657227]	independent
28	disjoint	add	[1.8570791482925415, 1.325446605682373, -2.9746389389038086, 0.7677937746047974, 2.539874315261841, -2.846733808517456, -1.5197099447250366, 0.8663706183433533, 0.793074905872345, -0.8227062225341797, 2.5777335166931152, -1.4239435195922852, -1.2637522220611572, -1.1963965892791748, 2.5028610229492188, -1.1188979148864746, -0.12475019693374634, 1.2906458377838135, 1.9135167598724365, -0.7254787087440491, -1.4218406677246094, -0.42077645659446716, 1.246993899345398, -0.7494767904281616, 2.7834980487823486, 0.06176243722438812, -2.8418772220611572, -0.045450419187545776, 3.871994733810425, -2.9831275939941406, 0.34830793738365173, 2.8178303241729736, -2.627856731414795, -0.9594371318817139, 2.896409273147583, -1.381363034248352, -0.6606576442718506, -1.5109026432037354, 1.9556043148040771, -3.4296984672546387, -0.12240711599588394, 4.180440902709961, -0.7403767108917236, -1.7077000141143799, 2.2461729049682617, -2.32783579826355, 0.5991109609603882, 2.002549648284912, -0.5852760076522827, -0.44520947337150574, 0.8600020408630371, -1.382424235343933, 1.6029629707336426, 0.00891047716140747]	independent
29	disjoint	add	[0.5644240379333496, 1.957210898399353, -2.268474578857422, -0.12526686489582062, 2.600841522216797, -2.072085380554199, -0.9757067561149597, 0.8345553278923035, 0.16773059964179993, 1.1664540767669678, 2.505758285522461, -3.146646499633789, -2.3084757328033447, -0.8421098589897156, 3.5578534603118896, -1.784867286682129, 0.6141091585159302, 1.4058985710144043, 1.6363694667816162, -0.8124359846115112, -1.0942069292068481, -0.9543904662132263, 0.4099687933921814, 0.5336108207702637, 0.857425332069397, 2.6677188873291016, -2.9734301567077637, -0.6963276863098145, 4.9919562339782715, -3.230682134628296, -0.3641987144947052, 3.5126142501831055, -2.451117515563965, -0.6231116652488708, 3.5213708877563477, -2.1377272605895996, -2.614605665206909, -0.8990969061851501, 3.9812350273132324, -4.065110206604004, 0.5070867538452148, 4.191561698913574, -2.836210250854492, -0.7354733943939209, 4.023138046264648, -2.488581657409668, -0.44531041383743286, 3.260550022125244, -1.9231456518173218, -1.2959206104278564, 3.5823445320129395, -1.6297467947006226, -1.5187172889709473, 3.3844995498657227]	independent
30	disjoint	org	[1.1467365026474, -0.6522217988967896, -0.7254143357276917, 3.48296856880188, -0.8945106267929077, -2.5929651260375977, -1.288959264755249, -0.6185402870178223, 1.8424851894378662, 0.6591528654098511, -1.3051588535308838, 0.2434522658586502, -1.0280327796936035, -0.7536196112632751, 1.6634405851364136, 1.936223030090332, -1.439363718032837, -0.760807991027832, -0.12443428486585617, -2.340240955352783, 2.185760021209717, 2.4342386722564697, -2.7373406887054443, 0.09146197885274887, -0.8142326474189758, 1.1151411533355713, -0.308394193649292, 2.0702288150787354, 0.5769776701927185, -2.655191421508789, -1.1218000650405884, 1.314926028251648, -0.18953269720077515, 3.1865808963775635, -0.474160760641098, -2.7529993057250977, -2.8986761569976807, 0.2809421718120575, 2.9212074279785156, 0.08009299635887146, -0.30440208315849304, -0.048807594925165176, -2.710151433944702, 0.40556126832962036, 2.5174560546875, -2.09609317779541, 0.5845334529876709, 1.5560429096221924, -2.3226478099823, -1.2935575246810913, 4.032025337219238, 0.04414758458733559, -2.000725746154785, 1.594703197479248]	independent
31	independent	org	[0.5708885192871094, 0.9612367153167725, -1.5267490148544312, 0.7822642922401428, 1.3006591796875, -1.9458237886428833, -0.6975488066673279, -0.6987444758415222, 1.207268476486206, -0.029004041105508804, 0.638557493686676, -0.7587244510650635, 2.971709966659546, -0.8011487722396851, -2.3233985900878906, 0.5578320622444153, 2.3747057914733887, -2.56010365486145, 1.6540945768356323, -1.6440136432647705, -0.38486194610595703, -0.6334211826324463, 0.5999081134796143, -0.04185976833105087, 2.1158974170684814, 1.1999006271362305, -3.1335344314575195, 1.670003890991211, 2.3827338218688965, -3.4960904121398926, 0.7663453817367554, 0.8910427093505859, -1.6861215829849243, -1.0785956382751465, 4.538573265075684, -2.5005686283111572, 0.316272497177124, -0.878376305103302, 0.19944189488887787, -2.2313268184661865, 2.206717014312744, 0.3897135853767395, -0.7845646142959595, -0.48485496640205383, 1.0721185207366943, -2.4942924976348877, 1.3187761306762695, 1.4304006099700928, -0.030975226312875748, -0.8687949776649475, 0.5566838979721069, -0.7735685110092163, 1.7576653957366943, -0.7427653670310974]	independent
32	disjoint	add	[-0.062485456466674805, 0.2911917567253113, -0.41782695055007935, -0.9866994023323059, 2.1389284133911133, -0.8374954462051392, -1.5082242488861084, 0.44519269466400146, 1.1741437911987305, -0.48955047130584717, 0.13646912574768066, 0.2008988857269287, -1.1696264743804932, 2.330380439758301, -0.9252051711082458, -2.1053736209869385, 1.1960251331329346, 1.1515438556671143, -0.8576147556304932, -1.4828180074691772, 2.1977791786193848, -0.7859111428260803, -0.4810568690299988, 1.109201192855835, -0.3536020815372467, 1.666515827178955, -1.1934313774108887, -0.8186434507369995, 1.0252221822738647, -0.11839437484741211, -1.999359369277954, 1.4537869691848755, 0.732280969619751, -2.611299514770508, 4.598260879516602, -1.2099268436431885, -2.227581024169922, 0.05632401257753372, 2.427290678024292, -3.8440589904785156, 0.8097453713417053, 3.5824713706970215, -2.762171506881714, -0.07656297832727432, 3.2056498527526855, -3.9241483211517334, 0.45663008093833923, 4.0284342765808105, -1.678361415863037, -0.9223355054855347, 2.886044502258301, -2.2192883491516113, -1.0296066999435425, 3.7040443420410156]	independent
33	synonym	org	[4.092195510864258, -0.38704198598861694, -3.5258662700653076, 3.754946708679199, -0.2359275370836258, -3.3794727325439453, -0.5430567264556885, 0.3209863305091858, 0.0750143975019455, 0.08981745690107346, 0.1797304004430771, -0.4895596206188202, 5.009064674377441, -1.3523764610290527, -3.439350128173828, 4.897200584411621, -1.3173253536224365, -3.3844289779663086, 3.9326372146606445, -1.7674731016159058, -2.2079925537109375, 3.6167614459991455, -1.768078327178955, -1.9387942552566528, 4.353421211242676, 0.07192990183830261, -4.0917510986328125, 4.539219856262207, -0.1992349773645401, -4.020402908325195, 4.668291091918945, -1.3206515312194824, -3.227745532989502, 4.669609069824219, -1.5816850662231445, -2.9876792430877686, 1.874598741531372, -0.7217320203781128, -1.3519190549850464, 1.3949699401855469, -0.18033356964588165, -1.408860445022583, 3.4671123027801514, -1.3146740198135376, -2.261134147644043, 2.7989935874938965, -1.165531873703003, -1.8249232769012451, 2.842343330383301, -0.4281451404094696, -2.4590530395507812, 2.1908671855926514, -0.07843746989965439, -2.169013500213623]	synonym
34	disjoint	add	[0.04406309127807617, 2.12880277633667, -1.9202451705932617, 3.2221100330352783, -0.039418816566467285, -3.1174111366271973, 1.3687727451324463, 0.7435081005096436, -2.1033339500427246, 2.660931348800659, -0.24227824807167053, -2.540666341781616, 0.26061829924583435, 0.7647864818572998, -1.045738935470581, 4.632826805114746, -1.366377830505371, -3.1520004272460938, 4.01937198638916, -1.1617674827575684, -2.807469367980957, 4.259549140930176, -1.7688899040222168, -2.4749066829681396, 0.0648440420627594, 1.9763290882110596, -1.7940244674682617, 4.62855339050293, -0.736007571220398, -3.6729776859283447, 1.5964062213897705, 0.7849355936050415, -2.353548049926758, 4.860345840454102, -1.445265293121338, -3.2326111793518066, -1.804906964302063, 0.2369394153356552, 1.633171796798706, 2.1921226978302, -0.923956573009491, -1.467017650604248, -2.3916873931884766, 0.7707356810569763, 1.748763918876648, 3.1584348678588867, -1.3693397045135498, -1.9382848739624023, -0.5980184078216553, -0.32427287101745605, 0.731826901435852, 2.515364170074463, -1.010549545288086, -1.7063329219818115]	reverseentailment
35	disjoint	org	[-2.1795403957366943, 0.4273664653301239, 1.9659777879714966, -0.5998135209083557, -0.31964972615242004, 0.7815576791763306, -1.0772216320037842, -0.9617653489112854, 1.9955873489379883, 0.32861611247062683, -1.4255383014678955, 0.6689228415489197, -2.888686180114746, 0.06861569732427597, 3.184199571609497, -1.9534449577331543, -0.9071663618087769, 3.070476531982422, -0.7281730771064758, -0.8336915969848633, 1.3811261653900146, 0.19141945242881775, -1.9158568382263184, 1.34767484664917, -1.5054727792739868, 1.0605688095092773, 0.47163209319114685, -0.31127381324768066, 0.4974120557308197, -0.3164139688014984, -1.9127802848815918, 0.20089584589004517, 1.7777516841888428, -0.8433873653411865, -0.5675641298294067, 1.2094099521636963, -3.172321081161499, 0.3364916741847992, 3.215036392211914, -1.194488525390625, -0.4365542232990265, 1.5160415172576904, -3.4028828144073486, 0.7859640717506409, 2.9370880126953125, -1.8634119033813477, 0.12291032075881958, 1.7220734357833862, -2.9427425861358643, -1.438537836074829, 5.103827476501465, -2.122922420501709, -1.660394310951233, 4.232977867126465]	disjoint
36	disjoint	add	[-1.6532763242721558, 0.5356365442276001, 1.2633163928985596, -0.9761494994163513, 0.49008873105049133, 0.5322533249855042, -0.3908497095108032, -0.4569351077079773, 0.6119632720947266, 1.7673697471618652, -1.1156479120254517, -0.9648440480232239, -2.0332977771759033, -0.23348641395568848, 2.389620304107666, -1.6819696426391602, -0.619757890701294, 2.4249815940856934, 0.7875214219093323, -1.4041969776153564, 0.2790292501449585, 1.4172344207763672, -1.8961313962936401, 0.13915811479091644, -0.9278467893600464, 0.7698254585266113, 0.11961648613214493, -1.4477119445800781, 0.3560194969177246, 1.093738317489624, -1.8066110610961914, -0.18898718059062958, 2.0453295707702637, -0.27767983078956604, -1.0606482028961182, 1.0354077816009521, -2.621023416519165, -0.5217766761779785, 3.509727954864502, -1.8286082744598389, 0.5537939071655273, 1.3665001392364502, -2.8669097423553467, 0.7767226696014404, 2.24003267288208, -2.722766876220703, 0.26110410690307617, 2.7202272415161133, -2.0765154361724854, -2.05977725982666, 4.5961151123046875, -1.3004590272903442, -2.1212189197540283, 3.568019390106201]	disjoint
37	independent	org	[1.7701070308685303, 1.7586724758148193, -3.178633689880371, 0.09114037454128265, 0.20809060335159302, -0.4433680772781372, -0.42739540338516235, 1.8637897968292236, -1.2722786664962769, 0.17980234324932098, 0.4993894696235657, -0.8454626798629761, -0.3461439907550812, 1.4241156578063965, -0.9562041759490967, -0.4384232759475708, -0.933928370475769, 1.1687794923782349, 0.6679531931877136, -1.4225795269012451, 0.41553929448127747, -0.5191941261291504, -1.674422264099121, 1.9461135864257812, -0.41581040620803833, 3.552889823913574, -2.489144802093506, -1.0579646825790405, 2.4272241592407227, -0.9962574243545532, -1.0428264141082764, 2.777466297149658, -1.3050637245178223, -1.5773894786834717, 3.344788074493408, -1.1779334545135498, -0.8229824304580688, 1.379908800125122, -0.4742985665798187, -2.815340995788574, 0.7775512933731079, 2.41748046875, -1.7474029064178467, -0.029033251106739044, 1.7760123014450073, -2.5337798595428467, -0.1125163584947586, 2.929187774658203, -0.8870916962623596, -1.3897318840026855, 2.2294998168945312, -1.7636159658432007, -1.5428597927093506, 3.610471248626709]	independent
38	synonym	org	[4.092195510864258, -0.38704198598861694, -3.5258662700653076, 3.754946708679199, -0.2359275370836258, -3.3794727325439453, -0.5430567264556885, 0.3209863305091858, 0.0750143975019455, 0.08981745690107346, 0.1797304004430771, -0.4895596206188202, 5.009064674377441, -1.3523764610290527, -3.439350128173828, 4.897200584411621, -1.3173253536224365, -3.3844289779663086, 3.9326372146606445, -1.7674731016159058, -2.2079925537109375, 3.6167614459991455, -1.768078327178955, -1.9387942552566528, 4.353421211242676, 0.07192990183830261, -4.0917510986328125, 4.539219856262207, -0.1992349773645401, -4.020402908325195, 4.668291091918945, -1.3206515312194824, -3.227745532989502, 4.669609069824219, -1.5816850662231445, -2.9876792430877686, 1.874598741531372, -0.7217320203781128, -1.3519190549850464, 1.3949699401855469, -0.18033356964588165, -1.408860445022583, 3.4671123027801514, -1.3146740198135376, -2.261134147644043, 2.7989935874938965, -1.165531873703003, -1.8249232769012451, 2.842343330383301, -0.4281451404094696, -2.4590530395507812, 2.1908671855926514, -0.07843746989965439, -2.169013500213623]	synonym
39	independent	org	[-0.3554289638996124, 2.4458260536193848, -1.7565524578094482, -0.18485328555107117, 1.408008337020874, -1.0971342325210571, 0.12653537094593048, 0.0966290831565857, -0.44531023502349854, -0.06668104231357574, -0.46773761510849, 0.24330101907253265, -1.7857558727264404, 1.5424124002456665, 0.47914865612983704, -0.9748502969741821, -0.8981999754905701, 1.825930118560791, -0.8672807216644287, 0.5845314860343933, 0.2032814621925354, -0.9945110082626343, -1.0056726932525635, 1.8627680540084839, -1.115180492401123, 2.0291574001312256, -0.72227942943573, -0.8873266577720642, 3.478832244873047, -1.9343218803405762, -2.3259496688842773, 2.2649641036987305, 0.3785538971424103, -1.5168650150299072, 3.9424221515655518, -1.6868553161621094, -2.5133848190307617, 0.8265945911407471, 1.9815173149108887, -2.2548727989196777, 0.5202075242996216, 2.0349133014678955, 0.24513573944568634, -0.3459986448287964, -0.17969708144664764, -3.274611711502075, 0.2642960548400879, 3.4332239627838135, -1.5645380020141602, -0.7794989347457886, 2.558176279067993, -2.140216588973999, -0.7994400262832642, 3.3882498741149902]	independent
40	disjoint	add	[-0.14461100101470947, 0.9604804515838623, -0.8385136723518372, 0.28903722763061523, 0.9200061559677124, -1.2044674158096313, -1.1703109741210938, 1.2802708148956299, -0.06374578922986984, -0.5415985584259033, 1.279903769493103, -0.7147667407989502, -1.71025812625885, 0.39243459701538086, 1.4815475940704346, -0.8569245338439941, -0.19161628186702728, 0.9965638518333435, -1.9687254428863525, 0.7144885063171387, 1.3712518215179443, -0.4466150403022766, -0.5464766621589661, 0.7612415552139282, -1.7575209140777588, 1.5747814178466797, 0.360643595457077, -0.649135172367096, 3.716092586517334, -2.3308279514312744, -2.3241682052612305, 1.5363824367523193, 1.0437506437301636, -0.8279718160629272, 3.842478036880493, -2.267366409301758, -2.5186545848846436, 0.9533300399780273, 1.8216392993927002, -2.690822124481201, 0.43383246660232544, 2.7145044803619385, -1.014574408531189, -0.31322532892227173, 1.1893362998962402, -3.093639612197876, 0.0744558572769165, 3.4448482990264893, -2.5363736152648926, -1.140560269355774, 4.290032386779785, -1.7885019779205322, -0.9447905421257019, 3.040452003479004]	independent
